id,city,state,latitude,longitude,neighbourhood_cleansed,first_review
18978006,Denver,CO,39.72258,-104.9777,Speer,6/5/2017
18996370,Denver,CO,39.71132,-104.96803999999999,Washington Park,6/28/2017
19000219,Denver,CO,39.64505,-104.89986,Hampden South,8/18/2017
19016770,Denver,CO,39.773509999999995,-105.04982,Berkeley,8/13/2017
19017050,Denver,CO,39.78692,-104.88991000000001,Stapleton,6/2/2017
19018085,Denver,CO,39.699690000000004,-104.92461000000002,Washington Virginia Vale,6/11/2017
19040459,Denver,CO,39.71713,-104.98258999999999,Speer,7/5/2017
19047815,Wheat Ridge,CO,39.78598,-105.0626,Regis,6/8/2017
19050571,Denver,CO,39.725609999999996,-105.00013,Baker,7/1/2017
19053449,Denver,CO,39.74992,-104.98262,Five Points,7/3/2017
19055255,Denver,CO,39.75796,-104.9706,Whittier,5/26/2018
19065322,Denver,CO,39.7307,-104.97237,Cheesman Park,6/16/2017
19066606,Denver,CO,39.73167,-104.97796000000001,Capitol Hill,6/11/2017
19081823,Denver,CO,39.68482,-105.02856000000001,Mar Lee,6/7/2017
19081867,Denver,CO,39.68674,-105.02812,Mar Lee,6/19/2017
19082990,Denver,CO,39.72412,-104.95007,Cherry Creek,6/25/2017
19093319,Denver,CO,39.68034,-104.96503999999999,University,6/7/2017
19100541,Denver,CO,39.721109999999996,-104.97806000000001,Speer,12/10/2017
19102625,Denver,CO,39.7362,-105.04905,West Colfax,6/6/2017
19111170,Denver,CO,39.72977,-104.98447,Capitol Hill,6/15/2017
19113386,Denver,CO,39.76556,-105.0039,Highland,7/14/2017
19116038,Denver,CO,39.76258,-104.97435,Five Points,6/29/2017
19116550,Denver,CO,39.76423,-104.95133999999999,Clayton,7/1/2017
19118712,Denver,CO,39.734840000000005,-104.98548999999998,Capitol Hill,7/4/2017
19120025,Denver,CO,39.76124,-104.98173,Five Points,7/30/2017
19120931,Denver,CO,39.69542,-104.98153,Platt Park,6/30/2017
19121239,Denver,CO,39.69493,-104.98118000000001,Platt Park,8/22/2017
19123588,Denver,CO,39.76201,-105.00593,Highland,1/1/2018
19124380,Denver,CO,39.71497,-104.98581999999999,Speer,7/18/2018
19141160,Denver,CO,39.71972,-104.99068999999999,Baker,6/11/2017
19154631,Denver,CO,39.725359999999995,-104.9049,Hilltop,6/21/2017
19180922,Denver,CO,39.763529999999996,-105.00729,Highland,8/25/2017
19192842,Denver,CO,39.70455,-104.96562,Washington Park,8/7/2017
19194720,Denver,CO,39.73154,-104.98459,Capitol Hill,
19195333,Denver,CO,39.763220000000004,-104.95438,Clayton,6/18/2017
19207597,Denver,CO,39.77245,-105.03223,Berkeley,7/9/2017
19208202,Denver,CO,39.69254,-104.93058,Virginia Village,7/23/2017
19217570,Denver,CO,39.721090000000004,-104.99263,Baker,7/5/2017
19227005,Denver,CO,39.74344,-104.96875,City Park West,6/30/2019
19245891,Denver,CO,39.733290000000004,-104.91978999999999,Montclair,3/6/2018
19250754,Denver,CO,39.73814,-105.00268,Lincoln Park,7/3/2017
19270133,Denver,CO,39.745459999999994,-104.9979,CBD,
19273921,Denver,CO,39.76651,-104.95573,Clayton,6/22/2017
19293155,Denver,CO,39.7452,-104.98031999999999,North Capitol Hill,6/20/2017
19304624,Denver,CO,39.7546,-104.89108999999999,Stapleton,7/15/2017
19306571,Denver,CO,39.74358,-104.98673000000001,North Capitol Hill,1/21/2018
19308744,Denver,CO,39.68461,-105.02716000000001,Mar Lee,
19309366,Denver,CO,39.71523,-104.98561000000001,Speer,6/25/2017
19312922,Denver,CO,39.76236,-104.96207,Cole,5/27/2018
19326288,Denver,CO,39.73975,-104.98051000000001,Capitol Hill,7/1/2017
19328779,Denver,CO,39.7522,-104.97053000000001,Whittier,7/5/2017
19332452,Denver,CO,39.71761,-104.99728,Baker,7/4/2017
19345497,Denver,CO,39.751090000000005,-105.02883999999999,Sloan Lake,7/23/2017
19366977,Denver,CO,39.77324,-105.00763,Sunnyside,8/18/2017
19381933,Denver,CO,39.761309999999995,-105.01661999999999,Highland,6/29/2017
19384655,Denver,CO,39.678909999999995,-104.95741000000001,University Park,
19387026,Denver,CO,39.73395,-104.95038999999998,Congress Park,9/27/2017
19387287,Denver,CO,39.72059,-104.91126000000001,Hilltop,6/20/2017
19391528,Denver,CO,39.73346,-105.00265,Lincoln Park,8/20/2017
19403739,Denver,CO,39.748709999999996,-105.02089,Jefferson Park,7/30/2017
19404313,Denver,CO,39.753890000000006,-104.88354,Stapleton,7/4/2017
19411007,Denver,CO,39.7707,-105.01425,Sunnyside,7/1/2017
19413652,Denver,CO,39.73126,-104.99751,Lincoln Park,7/3/2017
19435120,Denver,CO,39.73162,-104.94253,Congress Park,7/6/2017
19435988,Denver,CO,39.73515,-104.98588000000001,Capitol Hill,7/24/2017
19436341,"Stapleton, Denver",CO,39.789359999999995,-104.88597,Stapleton,8/5/2017
19436429,Denver,CO,39.78915,-105.01715,Chaffee Park,6/25/2017
19437073,Denver,CO,39.74796,-104.97455,Five Points,6/29/2017
19438094,Denver,CO,39.76732,-104.88161000000001,Stapleton,7/5/2019
19441412,Denver,CO,39.772659999999995,-104.96746999999999,Cole,6/30/2017
19449063,Denver,CO,39.76607,-105.02668999999999,West Highland,7/3/2017
19475279,Denver,CO,39.78269,-105.01616999999999,Sunnyside,7/15/2017
19483443,Denver,CO,39.76095,-104.99847,Five Points,9/5/2017
19485187,Denver,CO,39.74933,-104.98246,Five Points,9/4/2017
19489806,Denver,CO,39.70254,-104.97631000000001,Washington Park West,2/14/2019
19489824,Denver,CO,39.702329999999996,-104.97441,Washington Park West,11/26/2017
19489842,Denver,CO,39.7023,-104.97603000000001,Washington Park West,7/3/2018
19501629,Denver,CO,39.73729,-105.00141,Lincoln Park,7/4/2017
19503543,Denver,CO,39.74095,-104.97166999999999,City Park West,7/2/2017
19508161,Denver,CO,39.74199,-105.03667,West Colfax,9/4/2017
19508251,Denver,CO,39.69319,-105.01025,Ruby Hill,11/13/2017
19518864,Denver,CO,39.75871,-104.97346999999999,Five Points,7/25/2017
19523951,Denver,CO,39.73813,-104.96903,Cheesman Park,9/29/2017
19527716,Denver,CO,39.74597,-104.97936000000001,North Capitol Hill,7/3/2017
19543488,Denver,CO,39.7621,-105.03549,West Highland,7/16/2017
19546172,Denver,CO,39.76488,-105.03567,West Highland,7/7/2017
19548421,Denver,CO,39.75606,-105.03903000000001,Sloan Lake,7/10/2017
19554423,Denver,CO,39.69269,-105.03303999999999,Mar Lee,
19575238,Denver,CO,39.73253,-104.9303,Hale,10/16/2017
19586542,Denver,CO,39.72888,-104.90078000000001,Lowry Field,7/29/2017
19589877,Denver,CO,39.779109999999996,-105.02485,Sunnyside,9/7/2017
19592823,Denver,CO,39.75121,-105.01923000000001,Jefferson Park,7/16/2017
19593613,Denver,CO,39.71334,-104.97403,Speer,7/17/2017
19595471,Denver,CO,39.716770000000004,-105.03882,Barnum,8/13/2017
19610568,Denver,CO,39.73466,-104.97062,Cheesman Park,
19612247,Denver,CO,39.79019,-105.01422,Chaffee Park,7/16/2017
19612462,Denver,CO,39.67988,-104.98241999999999,Platt Park,8/4/2017
19623372,Denver,CO,39.76425,-104.94421000000001,Clayton,8/18/2017
19624348,Denver,CO,39.68776,-104.97875,Platt Park,7/10/2017
19624590,Denver,CO,39.76556,-104.94384,Clayton,3/31/2018
19632537,Denver,CO,39.716190000000005,-105.01879,Valverde,7/20/2017
19635961,Denver,CO,39.76527,-104.93518,Northeast Park Hill,8/6/2017
19671778,Denver,CO,39.780609999999996,-104.83888,Montbello,8/17/2017
19699920,Denver,CO,39.713640000000005,-104.94214,Cherry Creek,7/7/2017
19700450,Denver,CO,39.73409,-104.97345,Capitol Hill,7/6/2017
19714594,Denver,CO,39.788070000000005,-105.04356999999999,Regis,11/29/2017
19721292,Denver,CO,39.72784,-104.94428,Congress Park,7/31/2017
19722234,Denver,CO,39.70851,-105.00573,Athmar Park,11/26/2017
19736039,Denver,CO,39.71894,-104.91778000000001,Hilltop,7/17/2017
19751421,Denver,CO,39.77278,-105.0094,Sunnyside,10/5/2017
19751569,Denver,CO,39.71752,-104.98281000000001,Speer,7/30/2017
19752351,Denver,CO,39.75885,-104.88451,Stapleton,
19762142,Denver,CO,39.75298,-104.99116000000001,Five Points,7/11/2017
19786959,Denver,CO,39.73761,-104.97138000000001,Cheesman Park,7/21/2017
19788066,Denver,CO,39.720259999999996,-104.98256,Speer,10/22/2017
19805409,Denver,CO,39.77778,-105.02984,Berkeley,7/26/2017
19812592,Denver,CO,39.64626,-104.91735,Southmoor Park,7/13/2017
19828479,Denver,CO,39.78052,-105.05248999999999,Berkeley,8/25/2017
19838581,Denver,CO,39.74941,-104.88302,Stapleton,7/21/2017
19842530,Denver,CO,39.74327,-104.97706000000001,North Capitol Hill,7/15/2017
19844469,Denver,CO,39.73381,-104.97587,Capitol Hill,7/21/2017
19848263,Denver,CO,39.68284,-104.98262,Platt Park,12/23/2017
19860064,Denver,CO,39.75388,-104.99883999999999,Union Station,
19860199,Denver,CO,39.74458,-104.99585,CBD,8/31/2018
19873095,Denver,CO,39.77183,-104.98201,Globeville,9/26/2017
19873257,Denver,CO,39.76732,-104.96621999999999,Cole,8/2/2017
19886132,Denver,CO,39.75629,-104.98561000000001,Five Points,8/3/2017
19888206,Denver,CO,39.73466,-104.9809,Capitol Hill,
19889705,Denver,CO,39.70362,-104.9781,Washington Park West,8/8/2017
19892817,Denver,CO,39.73211,-104.97200000000001,Cheesman Park,8/10/2017
19893591,Denver,CO,39.77395,-105.02088,Sunnyside,8/7/2017
19909192,Denver,CO,39.7379,-104.97861999999999,Capitol Hill,7/21/2017
19931204,Denver,CO,39.73068,-104.97353000000001,Capitol Hill,7/23/2017
19944363,Denver,CO,39.77977,-105.04868,Berkeley,8/2/2017
19950732,Denver,CO,39.722590000000004,-104.99343,Baker,8/2/2017
19965849,Denver,CO,39.72078,-104.99318000000001,Baker,8/6/2017
19980573,Denver,CO,39.678909999999995,-104.9575,University Park,8/3/2017
19983083,Denver,CO,39.75581,-104.98461,Five Points,8/27/2017
19984748,Denver,CO,39.68671,-104.94245,Cory - Merrill,12/23/2017
19988833,Denver,CO,39.7872,-105.03375,Regis,8/6/2017
19993429,Denver,CO,39.74606,-104.99585,CBD,4/2/2018
19998483,Denver,CO,39.74941,-104.9717,City Park West,9/7/2017
20009659,Denver,CO,39.69294,-104.95926999999999,Cory - Merrill,8/26/2017
20022219,Denver,CO,39.70599,-104.98503000000001,Washington Park West,9/2/2017
20027486,Denver,CO,39.74371,-104.90553999999999,South Park Hill,9/20/2017
20033468,Denver,CO,39.7636,-105.01867,Highland,7/31/2017
20050719,Denver,CO,39.67839,-104.93848,University Hills,8/20/2017
20076567,Denver,CO,39.65847,-104.92974,University Hills,4/21/2018
20091302,Denver,CO,39.75757,-105.00346,Union Station,10/14/2017
20124826,Denver,CO,39.75401,-105.00771999999999,Union Station,
20130134,Denver,CO,39.70674,-104.98668,Washington Park West,7/30/2017
20136580,Denver,CO,39.758559999999996,-104.92865,North Park Hill,
20153093,Denver,CO,39.75748,-105.03571000000001,Sloan Lake,8/13/2017
20156713,Denver,CO,39.736270000000005,-105.04203999999999,West Colfax,9/4/2017
20163628,Denver,CO,39.76213,-105.03693,West Highland,8/5/2017
20169840,Denver,CO,39.735890000000005,-104.98106999999999,Capitol Hill,8/22/2017
20170743,Denver,CO,39.73608,-105.00253000000001,Lincoln Park,8/21/2017
20183056,Denver,CO,39.75375,-104.97491000000001,Five Points,8/26/2017
20185767,Denver,CO,39.74478,-104.99258999999999,CBD,10/1/2017
20195068,Denver,CO,39.73345,-104.97261,Cheesman Park,
20198585,Denver,CO,39.769729999999996,-104.94417,Clayton,3/11/2019
20211196,Denver,CO,39.711459999999995,-104.98338999999999,Speer,11/12/2017
20211505,Denver,CO,39.77576,-105.01868,Sunnyside,8/28/2017
20212632,Denver,CO,39.7326,-104.97192,Cheesman Park,11/3/2017
20215458,Denver,CO,39.75289,-104.96186000000002,Whittier,9/18/2017
20227031,Denver,CO,39.72195,-104.98326000000002,Speer,8/8/2017
20227444,Denver,CO,39.76442,-105.04801,West Highland,8/24/2017
20234748,Denver,CO,39.68615,-105.02693000000001,Mar Lee,8/20/2017
20236195,Denver,CO,39.72365,-104.98121,Speer,8/6/2017
20248046,Denver,CO,39.77032,-105.03719,Berkeley,10/12/2017
20254677,Denver,CO,39.78583,-105.03401000000001,Regis,9/2/2017
20267608,Denver,CO,39.75595,-105.00043000000001,Union Station,8/8/2017
20279570,Denver,CO,39.76207,-104.96813,Cole,4/20/2018
20279733,Denver,CO,39.78767,-105.04426000000001,Regis,8/11/2017
20282352,Denver,CO,39.74158,-104.97858000000001,North Capitol Hill,8/20/2017
20283662,Denver,CO,39.69161,-105.01716,Ruby Hill,8/20/2017
20292902,Denver,CO,39.801140000000004,-104.76756,DIA,10/2/2017
20304137,Denver,CO,39.72267,-104.99472,Baker,8/13/2017
20307921,Denver,CO,39.75345,-105.02735,Sloan Lake,10/18/2017
20309642,Denver,CO,39.71345,-104.98215,Speer,8/28/2017
20324521,Denver,CO,39.76048,-104.99566999999999,Five Points,10/7/2017
20328119,Denver,CO,39.743109999999994,-104.9602,City Park West,1/1/2018
20331352,Denver,CO,39.750679999999996,-105.02101,Jefferson Park,8/20/2017
20347577,Denver,CO,39.74477,-104.93656999999999,South Park Hill,8/28/2017
20354791,Denver,CO,39.76645,-104.9724,Cole,9/30/2017
20357071,Denver,CO,39.67635,-104.92083999999998,Goldsmith,9/12/2017
20358695,Denver,CO,39.740759999999995,-104.94106000000001,City Park,4/25/2019
20376542,Aurora,CO,39.65869,-104.85382,Kennedy,8/24/2017
20394359,Denver,CO,39.68339,-104.98357,Platt Park,9/15/2017
20407996,Denver,CO,39.65037,-104.89441000000001,Hampden South,10/16/2017
20411022,Denver,CO,39.75825,-104.97093999999998,Whittier,8/13/2017
20419783,Denver,CO,39.67137,-104.98839,Overland,8/17/2017
20420195,Denver,CO,39.75772,-105.04328999999998,Sloan Lake,8/17/2017
20421638,Denver,CO,39.74653,-104.99595,CBD,11/17/2017
20425070,Denver,CO,39.795629999999996,-104.88005,Stapleton,8/21/2017
20425997,Denver,CO,39.69798,-104.92558999999999,Washington Virginia Vale,9/16/2017
20441430,Denver,CO,39.752309999999994,-104.93983,North Park Hill,8/25/2017
20451605,Denver,CO,39.74714,-104.99741000000002,CBD,10/6/2017
20454251,Denver,CO,39.74377,-104.99476999999999,CBD,
20454442,Denver,CO,39.696870000000004,-105.00471,Athmar Park,8/25/2017
20464243,Denver,CO,39.766259999999996,-104.93535,Northeast Park Hill,8/23/2017
20475481,Denver,CO,39.75715,-104.8939,Stapleton,8/19/2017
20476281,Denver,CO,39.78144,-104.98698999999999,Globeville,9/12/2017
20478140,Denver,CO,39.69818,-104.95823999999999,Belcaro,9/4/2017
20496416,Denver,CO,39.678509999999996,-104.93887,University Hills,8/22/2017
20496667,Denver,CO,39.6767,-104.9371,University Hills,8/24/2017
20496786,Denver,CO,39.67827,-104.93696000000001,University Hills,8/28/2017
20503870,Denver,CO,39.74543,-104.99588,CBD,10/8/2017
20518557,Denver,CO,39.76358,-105.04678,West Highland,8/25/2017
20521436,Denver,CO,39.76505,-104.93911000000001,Northeast Park Hill,10/8/2017
20526626,Denver,CO,39.73401,-104.9754,Capitol Hill,9/4/2017
20537548,Denver,CO,39.72678,-105.03707,Villa Park,8/28/2017
20540209,Denver,CO,39.770790000000005,-105.01997,Sunnyside,11/19/2017
20553556,Denver,CO,39.687670000000004,-104.93796,Virginia Village,8/27/2017
20555909,Denver,CO,39.685390000000005,-105.02705,Mar Lee,9/7/2017
20568074,Denver,CO,39.73858,-105.03778,West Colfax,11/6/2017
20571646,Denver,CO,39.76146,-104.97118,Whittier,11/4/2018
20574756,Denver,CO,39.75437,-104.97228999999999,Whittier,9/4/2017
20587440,Denver,CO,39.73706,-104.98078000000001,Capitol Hill,9/3/2017
20599123,Denver,CO,39.73453,-104.93976,Hale,9/23/2017
20601544,Denver,CO,39.71223,-104.99056000000002,Baker,11/12/2017
20602487,Denver,CO,39.75734,-104.89301,Stapleton,9/5/2017
20617423,Denver,CO,39.76068,-104.96047,Whittier,9/18/2017
20623264,Denver,CO,39.67863,-104.93869,University Hills,9/5/2017
20624536,Denver,CO,39.71638,-104.98629,Speer,10/2/2017
20641197,Denver,CO,39.7508,-104.99132,CBD,9/3/2017
20652963,Denver,CO,39.75672,-105.04485,Sloan Lake,9/11/2017
20664991,Denver,CO,39.65565,-104.88503999999999,Hampden,10/8/2017
20665229,Denver,CO,39.655809999999995,-104.88462,Hampden,4/1/2018
20673489,Denver,CO,39.71273,-104.91828000000001,Hilltop,10/5/2017
20675256,Denver,CO,39.74541,-104.8959,East Colfax,9/15/2017
20678717,Denver,CO,39.782109999999996,-104.74696999999999,Gateway - Green Valley Ranch,6/8/2018
20680124,Denver,CO,39.69206,-104.97925,Platt Park,9/4/2017
20680884,Denver,CO,39.7346,-104.9814,Capitol Hill,1/1/2018
20690944,Denver,CO,39.72867,-104.98245,Capitol Hill,10/7/2017
20692793,Denver,CO,39.73217,-104.92483999999999,Hale,9/5/2017
20695085,Denver,CO,39.766659999999995,-104.88247,Stapleton,5/22/2019
20695171,Denver,CO,39.76696,-105.02255,Highland,4/22/2019
20697678,Denver,CO,39.73625,-104.96123,Cheesman Park,9/11/2017
20712499,Denver,CO,39.6849,-104.93482,Virginia Village,9/1/2017
20713580,Denver,CO,39.74613,-105.03079,West Colfax,8/30/2017
20715678,Denver,CO,39.68502,-104.93597,Virginia Village,9/20/2017
20722746,Wheat Ridge,CO,39.75662,-105.05231,Sloan Lake,10/4/2017
20730936,Denver,CO,39.75565,-104.98136000000001,Five Points,9/20/2017
20742698,Denver,CO,39.74522,-105.0318,West Colfax,9/11/2017
20745699,Denver,CO,39.765209999999996,-105.01295,Highland,9/11/2017
20759470,Denver,CO,39.73595,-104.97639,Capitol Hill,10/5/2017
20760081,Denver,CO,39.76563,-105.01688,Highland,9/3/2017
20761981,Denver,CO,39.7642,-105.00593,Highland,9/2/2017
20772970,Denver,CO,39.69095,-105.0197,Ruby Hill,9/27/2017
20773156,Denver,CO,39.74694,-104.99647,CBD,1/19/2018
20773269,Denver,CO,39.747040000000005,-104.9973,CBD,
20786316,Denver,CO,39.760690000000004,-104.95858,Skyland,9/15/2017
20801760,Denver,CO,39.75338,-104.98454,Five Points,10/22/2017
20802600,Denver,CO,39.76401,-104.95754,Clayton,9/25/2017
20829286,Denver,CO,39.69461,-105.00898000000001,Ruby Hill,10/28/2017
20830968,Denver,CO,39.73666,-104.9592,Congress Park,11/17/2019
20831334,Denver,CO,39.77434,-105.02871999999999,Berkeley,9/17/2017
20831478,Denver,CO,39.67814,-104.97486,Rosedale,9/18/2017
20831881,Denver,CO,39.753679999999996,-105.01925,Jefferson Park,6/4/2018
20832904,Denver,CO,39.73114,-105.00333,Lincoln Park,10/2/2017
20836281,Denver,CO,39.76938,-105.00007,Sunnyside,11/24/2017
20843210,Denver,CO,39.73918,-104.95467,Congress Park,
20845158,Denver,CO,39.69593,-105.04047,Mar Lee,
20849334,Denver,CO,39.707879999999996,-104.98487,Washington Park West,7/7/2018
20858680,Denver,CO,39.699729999999995,-104.98158000000001,Washington Park West,3/17/2018
20861984,Denver,CO,39.74073,-104.94765,City Park,10/4/2017
20863052,Denver,CO,39.73813,-104.97458,Capitol Hill,6/18/2018
20873012,Denver,CO,39.73976,-104.97641999999999,Capitol Hill,2/4/2018
20882945,Denver,CO,39.74338,-104.9668,City Park West,10/27/2017
20886026,Denver,CO,39.76416,-104.95381,Clayton,9/24/2017
20902989,Denver,CO,39.733109999999996,-105.00128000000001,Lincoln Park,10/2/2017
20903271,Denver,CO,39.689029999999995,-105.00793999999999,Ruby Hill,4/9/2018
20904798,Denver,CO,39.763220000000004,-104.97623,Five Points,11/6/2017
20914531,Denver,CO,39.752320000000005,-104.97498999999999,Five Points,9/17/2017
20917231,Denver,CO,39.76263,-104.92702,Northeast Park Hill,9/24/2017
20917414,Denver,CO,39.73551,-104.95697,Congress Park,9/19/2017
20920175,Denver,CO,39.75905,-104.96043999999999,Whittier,9/27/2017
20920706,Denver,CO,39.73424,-105.03206999999999,Villa Park,10/3/2017
20932991,Denver,CO,39.73203,-105.00197,Lincoln Park,10/8/2017
20935497,Denver,CO,39.77933,-105.02327,Sunnyside,10/15/2017
20935900,Denver,CO,39.74106,-105.0326,West Colfax,9/20/2017
20944511,Denver,CO,39.674859999999995,-104.9072,Goldsmith,1/15/2018
20946029,Denver,CO,39.67774,-104.93808999999999,University Hills,10/8/2017
20949075,Denver,CO,39.7617,-104.97663999999999,Five Points,11/13/2017
20949319,Denver,CO,39.72102,-104.98498000000001,Speer,9/16/2017
20949492,Denver,CO,39.69441,-104.95588000000001,Cory - Merrill,
20949588,Denver,CO,39.69296,-104.95803000000001,Cory - Merrill,
20970431,Denver,CO,39.67438,-105.03447,Harvey Park,10/7/2017
20995111,Denver,CO,39.76075,-105.01077,Highland,10/2/2017
20996662,Denver,CO,39.74089,-104.97508,North Capitol Hill,10/1/2017
20998214,Denver,CO,39.71397,-104.98643,Speer,9/24/2017
21007311,Denver,CO,39.765370000000004,-104.90665,Northeast Park Hill,10/2/2017
21011356,Denver,CO,39.77328,-105.01158999999998,Sunnyside,10/29/2017
21013251,Denver,CO,39.72129,-105.02675,Barnum,2/5/2018
21013413,Denver,CO,39.74158,-104.96186000000002,City Park West,9/26/2017
21013551,Denver,CO,39.75666,-104.89693999999999,Stapleton,10/3/2017
21014260,Denver,CO,39.71451,-104.98746000000001,Speer,10/6/2017
21024630,Denver,CO,39.747440000000005,-104.9006,East Colfax,10/9/2017
21024898,Denver,CO,39.73368,-104.9944,Lincoln Park,9/27/2017
21026144,Denver,CO,39.74228,-104.96171000000001,City Park West,10/12/2017
21027367,Denver,CO,39.778490000000005,-105.00698999999999,Sunnyside,2/11/2018
21027425,Denver,CO,39.74072,-105.0385,West Colfax,10/8/2017
21028558,Denver,CO,39.6747,-104.94126999999999,University Park,10/3/2017
